document_id,source_relative_path,source_sha256,baseline_output,full_docling_output,final_output,selected_variant,selection_reason,baseline_converter,full_docling_status,quality_status,authority_level,document_type,language,year,topics,citation_sidecar,original_page_provenance_available
DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58,data/markdown/Tünel Dergisi/Tunel Dergisi 4.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 4.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 4.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000197/0001.docling.json|data/temp/full_docling_chunks/DOC000197/0002.docling.json|data/temp/full_docling_chunks/DOC000197/0003.docling.json,true
DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd,data/markdown/Tünel Dergisi/Tunel Dergisi 5.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 5.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 5.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000198/0001.docling.json|data/temp/full_docling_chunks/DOC000198/0002.docling.json|data/temp/full_docling_chunks/DOC000198/0003.docling.json,true
DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89,data/markdown/Tünel Dergisi/Tunel Dergisi 6.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 6.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 6.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000199/0001.docling.json|data/temp/full_docling_chunks/DOC000199/0002.docling.json|data/temp/full_docling_chunks/DOC000199/0003.docling.json,true
DOC000200,Tünel Dergisi/tunel37.pdf,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed,data/markdown/Tünel Dergisi/tunel37.md,data/markdown_full_docling/Tünel Dergisi/tunel37.md,data/corpus_final/Tünel Dergisi/tunel37.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000200/0001.docling.json|data/temp/full_docling_chunks/DOC000200/0005.docling.json|data/temp/full_docling_chunks/DOC000200/0002.docling.json|data/temp/full_docling_chunks/DOC000200/0003.docling.json|data/temp/full_docling_chunks/DOC000200/0004.docling.json,true
DOC000201,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a,data/markdown/Tünel Dergisi/Tünel 42-E-dergi_2.md,data/markdown_full_docling/Tünel Dergisi/Tünel 42-E-dergi_2.md,data/corpus_final/Tünel Dergisi/Tünel 42-E-dergi_2.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000201/0001.docling.json|data/temp/full_docling_chunks/DOC000201/0005.docling.json|data/temp/full_docling_chunks/DOC000201/0002.docling.json|data/temp/full_docling_chunks/DOC000201/0003.docling.json|data/temp/full_docling_chunks/DOC000201/0004.docling.json,true
DOC000202,Tünel Dergisi/Tünel 44_red.pdf,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238,data/markdown/Tünel Dergisi/Tünel 44_red.md,data/markdown_full_docling/Tünel Dergisi/Tünel 44_red.md,data/corpus_final/Tünel Dergisi/Tünel 44_red.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000202/0001.docling.json|data/temp/full_docling_chunks/DOC000202/0002.docling.json|data/temp/full_docling_chunks/DOC000202/0003.docling.json|data/temp/full_docling_chunks/DOC000202/0004.docling.json,true
DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be,data/markdown/Tünel Dergisi/Tünel 51_red (1).md,data/markdown_full_docling/Tünel Dergisi/Tünel 51_red (1).md,data/corpus_final/Tünel Dergisi/Tünel 51_red (1).md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000203/0001.docling.json|data/temp/full_docling_chunks/DOC000203/0002.docling.json|data/temp/full_docling_chunks/DOC000203/0003.docling.json|data/temp/full_docling_chunks/DOC000203/0004.docling.json,true
DOC000204,Tünel Dergisi/TÜNEL SAYI-33.pdf,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed,data/markdown/Tünel Dergisi/TÜNEL SAYI-33.md,data/markdown_full_docling/Tünel Dergisi/TÜNEL SAYI-33.md,data/corpus_final/Tünel Dergisi/TÜNEL SAYI-33.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000204/0001.docling.json|data/temp/full_docling_chunks/DOC000204/0005.docling.json|data/temp/full_docling_chunks/DOC000204/0002.docling.json|data/temp/full_docling_chunks/DOC000204/0003.docling.json|data/temp/full_docling_chunks/DOC000204/0004.docling.json,true
DOC000205,Tünel Dergisi/TÜNEL-41.pdf,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc,data/markdown/Tünel Dergisi/TÜNEL-41.md,data/markdown_full_docling/Tünel Dergisi/TÜNEL-41.md,data/corpus_final/Tünel Dergisi/TÜNEL-41.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000205/0001.docling.json|data/temp/full_docling_chunks/DOC000205/0005.docling.json|data/temp/full_docling_chunks/DOC000205/0002.docling.json|data/temp/full_docling_chunks/DOC000205/0003.docling.json|data/temp/full_docling_chunks/DOC000205/0004.docling.json,true
DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761,data/markdown/Tünel Dergisi/Tünel-47-e-dergisi_r.md,data/markdown_full_docling/Tünel Dergisi/Tünel-47-e-dergisi_r.md,data/corpus_final/Tünel Dergisi/Tünel-47-e-dergisi_r.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000206/0001.docling.json|data/temp/full_docling_chunks/DOC000206/0002.docling.json|data/temp/full_docling_chunks/DOC000206/0003.docling.json|data/temp/full_docling_chunks/DOC000206/0004.docling.json,true
DOC000207,Tünel Dergisi/Tünel-e-dergi-43_red.pdf,c7d688e33e7dbd6fd3c0b1b91c11b011d90cd868b05c51353bafc3bf1b3aab65,data/markdown/Tünel Dergisi/Tünel-e-dergi-43_red.md,data/markdown_full_docling/Tünel Dergisi/Tünel-e-dergi-43_red.md,data/corpus_final/Tünel Dergisi/Tünel-e-dergi-43_red.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000207/0001.docling.json|data/temp/full_docling_chunks/DOC000207/0002.docling.json|data/temp/full_docling_chunks/DOC000207/0003.docling.json|data/temp/full_docling_chunks/DOC000207/0004.docling.json,true
DOC000208,Tünel Dergisi/TÜNEL_SAYI-38.pdf,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c,data/markdown/Tünel Dergisi/TÜNEL_SAYI-38.md,data/markdown_full_docling/Tünel Dergisi/TÜNEL_SAYI-38.md,data/corpus_final/Tünel Dergisi/TÜNEL_SAYI-38.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000208/0001.docling.json|data/temp/full_docling_chunks/DOC000208/0005.docling.json|data/temp/full_docling_chunks/DOC000208/0002.docling.json|data/temp/full_docling_chunks/DOC000208/0003.docling.json|data/temp/full_docling_chunks/DOC000208/0004.docling.json,true
DOC000209,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c,"data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.md","data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.md","data/corpus_final/Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.md",baseline,quality_reject_use_baseline,libreoffice_pdf+pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,,unknown,tr,,,,false
DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3,"data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.md","data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.md","data/corpus_final/Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.md",full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000210/0001.docling.json,true
DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23,"data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md","data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md","data/corpus_final/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md",baseline,quality_reject_use_baseline,libreoffice_pdf+pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,,unknown,tr,,accident|collapse,,false
DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084,"data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md","data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md","data/corpus_final/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md",full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,tr,,accident,data/temp/full_docling_chunks/DOC000212/0001.docling.json,false
DOC000214,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,shotcrete,data/temp/full_docling_chunks/DOC000214/0001.docling.json,false
DOC000215,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,b0a8ec72de9c063ee06938663c5e6fe3ab91d6c244cae9ccd36884ef26dac934,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,steel_mesh|steel_rib,data/temp/full_docling_chunks/DOC000215/0001.docling.json,false
DOC000216,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,fc1de548bd94a314e5e3d8f502ab8d084b52c6f8b800d602c6899ee5959b6fa7,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,rock_bolt,data/temp/full_docling_chunks/DOC000216/0001.docling.json,false
DOC000217,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,37f19ab3430f5595b86872e383a7a37f0007fd19349bd8c16c93bdedc84aed0c,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,forepoling,data/temp/full_docling_chunks/DOC000217/0001.docling.json,false
DOC000218,"TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607,"data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md",full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,drainage|final_lining,data/temp/full_docling_chunks/DOC000218/0001.docling.json,false
DOC000219,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.pptx,804ea857fe56576c1ad579e45eb7c83e8ccc3da69f2e8db6580ed11beab05bcb,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,C,training_material,tr,2020,,,false
DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,9edbc28eb7644c0de5ff8de34566400e3f024aeefe2988953e2095e052f8891e,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,,,false
DOC000221,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,support_systems,data/temp/full_docling_chunks/DOC000221/0001.docling.json,false
DOC000222,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.pptx,a1b66bcf747a3e184c1a15db3a6a9ed72a9f46f1dad49e0bacbdb6b5bf921bcc,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000222/0001.docling.json,false
DOC000223,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2018 KGM TÜNEL İCMALİ.xlsx,e5a3c44428f7d13e2a852cb5a2bfe38569bb3818d5143accbb20e01b18c03522,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2018 KGM TÜNEL İCMALİ.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2018 KGM TÜNEL İCMALİ.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,spreadsheet,tr,2018,,,false
DOC000224,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2019 KGM TÜNEL İCMALİ.xlsx,296bae6c6d0e76f8481888c77f14109fbf685f1773f8fb3665f5e7b4627f25f8,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2019 KGM TÜNEL İCMALİ.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2019 KGM TÜNEL İCMALİ.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,spreadsheet,tr,2019,,,false
DOC000225,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.docx,3dc5384d2c875ec15eea0a0e9fb20d0f2037b97c994d4fbd9b46bce6f7d88650,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,C,conference_paper,tr,,,,false
DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,c27ed860ffef1bcf970a2017a3d981893e1a79976f7d1b84166f120853ea93f2,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.md,baseline,no_improvement_use_baseline,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,,unknown,,,steel_rib,,false
DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,69feb7468b8213487fe27f766093fc651a89c34f5985bcdd46750906f0174c4a,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000229,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).md,full_docling,quality_passed_use_full_docling,pypdfium2+rapidocr_torch,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000229/0001.docling.json,true
DOC000230,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (Üstyazı).pdf,f7c359caf62ade03acb3655ab0e9ca8fe1abcd6d084d88c15f95811807e82978,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (Üstyazı).md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (Üstyazı).md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,unknown,tr,,,,false
DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000231/0001.docling.json,true
DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,5910a6cebcaed0671c9c477a764ab722e4fc198cf11400b13b610adc6e7c0bfa,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+docling,not_candidate,not_applicable,,spreadsheet,,,,,false
DOC000233,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/İŞBAN DEMİRLERİ-248756_02_08_2017.pdf,c2d487fbcb2318328cc1adc9a3d1a2622b8e0de068952b6138c0a45c13f73949,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/İŞBAN DEMİRLERİ-248756_02_08_2017.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/İŞBAN DEMİRLERİ-248756_02_08_2017.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,unknown,tr,2017,,,false
DOC000234,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI -ÜSTYAZI.pdf,7d30c2e7b1f487d23bb330ee5888565a7cb9146fed6108c2cc7858abecc3b4ed,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI -ÜSTYAZI.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI -ÜSTYAZI.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,unknown,tr,,,,false
DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000235/0001.docling.json,true
