document_id,title,source_file,source_relative_path,source_extension,sha256,language,document_type,organization,year,authority_level,topics,duplicate_group,preferred_variant,conversion_engine,markdown_file
DOC000283,Çelik Tel Donatılı Püskürtme Betonlar,Çelik Tel Donatılı Püskürtme Betonlar.ppt,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.ppt,.ppt,118ff7fa533b54f5bb336e6969b3f0bc69d30cfcec4ceb962cd05132cdfc901d,,unknown,,,,shotcrete,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\Çelik Tel+Sentetik Fiber\Çelik Tel Donatılı Püskürtme Betonlar.md
DOC000284,Karstik Boşluklar ve çözüm yolları,Karstik Boşluklar ve çözüm yolları.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.pptx,.pptx,2c1509971dc4f4063aa547d07c35111e36ec9d29c78da2d98d9dc19580dcc069,tr,unknown,,,,,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Karstik Boşluklar ve çözüm yolları.md
DOC000285,KGM DENEYLER SUNUMU,KGM DENEYLER SUNUMU.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.pptx,.pptx,8bee70a79da4e61360b7835cc8f6a656665267a5fcb3810bdc004cb46c9ffc22,,presentation,Karayolları Genel Müdürlüğü,,C,,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\KGM DENEYLER SUNUMU.md
DOC000286,Makro sentetik Fiber,Makro sentetik Fiber.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.pptx,.pptx,ff1e7d59fb0882df30a4378e353cd1f70a2cfeb8a45b682715a50a49c020ffe5,,unknown,,,,fiber_reinforcement,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Makro sentetik Fiber.md
DOC000287,patlatma-Ankara,patlatma-Ankara.ppt,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/patlatma-Ankara.ppt,.ppt,9e8d001f55f9fab3b6de2104875395ea34f9bde10ca9463e7d127c75845cac15,,unknown,,,,,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\patlatma-Ankara.md
DOC000288,Portal İyileştirmeleri,Portal İyileştirmeleri.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.pptx,.pptx,8403b7acba7a63302cb6a2bbaebb00b0da6ca1693dbadc6e11568e2c7577da4c,,unknown,,,,portal,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Portal İyileştirmeleri.md
DOC000289,PORTAL TASARIMI,PORTAL TASARIMI.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx,.pptx,56d4a921cf2c6a1daf096e8ed36ef4e4738d960ff366c1b218edbe6b1c432e49,,unknown,,,,portal,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\PORTAL TASARIMI.md
DOC000290,Portal Yerleşimi 24.02.2020,Portal Yerleşimi 24.02.2020.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal Yerleşimi 24.02.2020.pptx,.pptx,6b919eeca10e7371c34c364185d15bd170286dfa99714fcd60293548a45b101c,,unknown,,2020,,portal,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Portal Yerleşimi 24.02.2020.md
DOC000293,"Tünel Mühendisi Yetiştirme Kursu    Tünel İmalatlarında Yapılan Deneyler   25 Şubat-1 Mart 2019, Ankara suhan mutlu yol yapım şefi",Tünel Imalatlarında-Yapılan-Deneyler.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünel Imalatlarında-Yapılan-Deneyler.pptx,.pptx,12958bc53170c0ec340829fddc82bbd374bae24bfafe40379a9bb96a0cdf4617,tr,training_material,,2019,C,excavation|shotcrete|rock_bolt,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Tünel Imalatlarında-Yapılan-Deneyler.md
DOC000294,TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER,TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.pptx,.pptx,3c433764639cd9f22e012f4842b525bc85043d6580be268943cc288c557fd1ed,tr,unknown,,,,,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.md
DOC000295,Genel Sunum,Genel Sunum.ppt,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Genel Sunum.ppt,.ppt,3393bfd254fb420205d0ed149f198d0165feb17beb514295791bca2a6cb98ea1,,presentation,,,C,,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Tünelde Özel Çözümler\Genel Sunum.md
DOC000302,TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son,TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.pptx,.pptx,1f2620af18f727fc650fba888a0b3b748ffc8a2a378ae188a892567e35d66a5a,tr,unknown,,,,route_selection,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.md
DOC000303,Çelik Tel Donatılı Nihai Kaplama,Çelik Tel Donatılı Nihai Kaplama.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.pptx,.pptx,a471cdf404ac49ee41a9476faeaa46bfde3e3d12cbc2ef9b336a2deecf875a48,,unknown,,,,final_lining,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Çelik Tel Donatılı Nihai Kaplama.md
DOC000304,Çelik Tel Donatılı Püskürtme Betonlar,Çelik Tel Donatılı Püskürtme Betonlar.ppt,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.ppt,.ppt,98da608e9be099d6bd14e7f1f1b08d0c4274711deaca5af38db0412dfdaffc45,,unknown,,,,shotcrete,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Çelik Tel Donatılı Püskürtme Betonlar.md
DOC000305,Üst yarı alt yarı,Üst yarı alt yarı.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.pptx,.pptx,d7637879102d66a46987c0881ec3cbe2448070332762b0b53d685b8dbee00d1f,,unknown,,,,,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Üst yarı alt yarı.md
DOC000306,Çalışma Kapsamı Tasarısı (17.10.2025),Çalışma Kapsamı Tasarısı (17.10.2025).rtf,Çalışma Kapsamı Tasarısı (17.10.2025).rtf,.rtf,4b58fadf9915cfda3a8c37ff6b864c52f05d1f62e265607f2edcad54ffe5e71c,,unknown,,2025,,,,True,libreoffice+docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Çalışma Kapsamı Tasarısı (17.10.2025).md
DOC000307,10.24232-jmd.344499-351159,10.24232-jmd.344499-351159.pdf,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,.pdf,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Özgür Satıcı\10.24232-jmd.344499-351159.md
DOC000308,Differentmethodsusedinundergroundexcavationsandunderground,Differentmethodsusedinundergroundexcavationsandunderground.pdf,Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.pdf,.pdf,c4987601a2d7857f561d166c8d26abe203dfcede12cc9f56772e3ce817350da1,,unknown,,,,excavation,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Özgür Satıcı\Differentmethodsusedinundergroundexcavationsandunderground.md
DOC000309,OS_JMO_DERGİ_39_1,OS_JMO_DERGİ_39_1.pdf,Özgür Satıcı/OS_JMO_DERGİ_39_1.pdf,.pdf,6a4602e3a0259548e858106ec652f0d7b5933684664e75c037f918ca2a34d8e9,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Özgür Satıcı\OS_JMO_DERGİ_39_1.md
