document_id,title,source_file,source_relative_path,source_extension,sha256,language,document_type,organization,year,authority_level,topics,duplicate_group,preferred_variant,conversion_engine,markdown_file
DOC000075,Tünel Eğitim Kitabı 8 EYLÜL 2016,Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,.docx,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,tr,training_material,,2016,C,,EXACT00030,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\Tünel Eğitim Kitabı 8 EYLÜL 2016.md
DOC000076,Tuneller Bolum2_9_7_2025,Tuneller Bolum2_9_7_2025.docx,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,.docx,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59,,unknown,,2025,,,,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Kitap 2.Bolum\Tuneller Bolum2_9_7_2025.md
DOC000086,Kaynaklar,Kaynaklar.docx,Mehmet/Literatur/Kaynaklar.docx,.docx,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d,,unknown,,,,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Kaynaklar.md
DOC000087,KGM_Teknik_Sartnamesi_2013,KGM_Teknik_Sartnamesi_2013.pdf,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,.pdf,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,,unknown,,2013,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\KGM_Teknik_Sartnamesi_2013.md
DOC000096,CevreSehircilik_tunel-isler--20230202145300,CevreSehircilik_tunel-isler--20230202145300.docx,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,.docx,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3,tr,unknown,,,,,LOGICAL00016,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\CevreSehircilik_tunel-isler--20230202145300.md
DOC000098,Harran Uni_Yüksek Lisans Tezi,Harran Uni_Yüksek Lisans Tezi.docx,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,.docx,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,,thesis,,,B,,LOGICAL00019,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\Harran Uni_Yüksek Lisans Tezi.md
DOC000099,IMO_12782,IMO_12782.docx,Mehmet/Literatur/Wordler/IMO_12782.docx,.docx,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3,,unknown,,,,,LOGICAL00020,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\IMO_12782.md
DOC000100,IMO_TBM Maliyet_18238_29_19,IMO_TBM Maliyet_18238_29_19.docx,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,.docx,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d,tr,unknown,,,,cost,LOGICAL00021,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\IMO_TBM Maliyet_18238_29_19.md
DOC000102,KayaTunelleri_AnkUni_Konu13,KayaTunelleri_AnkUni_Konu13.docx,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,.docx,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c,tr,unknown,,,,TBM|drill_and_blast|excavation|support_systems|shotcrete,LOGICAL00023,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\KayaTunelleri_AnkUni_Konu13.md
DOC000103,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,.docx,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,tr,unknown,,,,NATM|excavation|shotcrete|steel_rib|forepoling,LOGICAL00024,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md
DOC000105,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,.docx,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23,tr,unknown,,,,NATM,LOGICAL00026,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.md
DOC000109,00_Program,00_Program.docx,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,.docx,6b036c17db5b563f6c683a8ad5da96e2fa08be79bbaf163ee710317e94521a49,tr,training_material,Karayolları Genel Müdürlüğü,,C,,LOGICAL00001,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\00_Program.md
DOC000110,01_TUG_NATM,01_TUG_NATM.docx,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,.docx,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d,en,unknown,,,,NATM|shotcrete|monitoring|safety,LOGICAL00002,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\01_TUG_NATM.md
DOC000111,02_3G_Investigation_strategy_AFa,02_3G_Investigation_strategy_AFa.docx,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,.docx,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,en,unknown,,,,geotechnics,LOGICAL00003,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\02_3G_Investigation_strategy_AFa.md
DOC000112,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,.docx,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,en,regulation,,,A,safety|regulation,LOGICAL00004,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md
DOC000113,04_TUG_Risk_oriented_design,04_TUG_Risk_oriented_design.docx,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,.docx,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e,en,unknown,,,,excavation|risk,LOGICAL00005,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\04_TUG_Risk_oriented_design.md
DOC000114,05_IGT-Design_of_tunnels_in_various_rock_conditions,05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,.docx,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be,en,unknown,,,,geotechnics|excavation|shotcrete,LOGICAL00006,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\05_IGT-Design_of_tunnels_in_various_rock_conditions.md
DOC000115,06_OBB_Koralm_HW,06_OBB_Koralm_HW.docx,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,.docx,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4,en,unknown,,,,TBM|excavation,LOGICAL00007,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\06_OBB_Koralm_HW.md
DOC000116,07_TUG_support_weak_ground,07_TUG_support_weak_ground.docx,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,.docx,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56,,unknown,,,,,LOGICAL00008,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\07_TUG_support_weak_ground.md
DOC000117,09_TUG_Monitoring,09_TUG_Monitoring.docx,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,.docx,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,,unknown,,,,monitoring|instrumentation,LOGICAL00009,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\09_TUG_Monitoring.md
DOC000118,10_OBB_SiteOrganHW,10_OBB_SiteOrganHW.docx,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,.docx,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,en,unknown,,,,NATM,LOGICAL00010,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\10_OBB_SiteOrganHW.md
DOC000119,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,.docx,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,en,unknown,,,,geotechnics,LOGICAL00011,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md
DOC000120,12_TUG_contract,12_TUG_contract.docx,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,.docx,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded,,unknown,,,,risk,LOGICAL00012,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\12_TUG_contract.md
DOC000121,Austrian-practice-of_tunnelling-contracts_Engl,Austrian-practice-of_tunnelling-contracts_Engl.docx,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,.docx,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,en,unknown,,,,excavation|cost,LOGICAL00014,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\Austrian-practice-of_tunnelling-contracts_Engl.md
DOC000122,Guideline_Geotechnical_Design_conv_2010_01,Guideline_Geotechnical_Design_conv_2010_01.docx,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,.docx,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d,,unknown,,2010,,geotechnics,LOGICAL00018,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\Guideline_Geotechnical_Design_conv_2010_01.md
DOC000123,OeGG_Monitoring_Handbook,OeGG_Monitoring_Handbook.docx,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,.docx,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,,manual,,,,monitoring,LOGICAL00027,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTMK\2015\OeGG_Monitoring_Handbook.md
DOC000124,YTU Yuksek Lisans,YTU Yuksek Lisans.docx,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,.docx,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,,unknown,,,,,LOGICAL00031,True,python_docx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\Wordler\YTU Yuksek Lisans.md
DOC000125,Ahmet Sirin,Ahmet Sirin.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,.pdf,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,,unknown,,,,,EXACT00008,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Ahmet Sirin.md
DOC000126,Dr Orhan Simsek,Dr Orhan Simsek.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,.pdf,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63,,unknown,,,,,EXACT00007,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Dr Orhan Simsek.md
DOC000127,M.Kemal Akman,M.Kemal Akman.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,.pdf,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,,unknown,,,,,EXACT00006,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\M.Kemal Akman.md
DOC000128,Merih Ozgen,Merih Ozgen.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,.pdf,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Merih Ozgen.md
DOC000129,Muhammed Alyuruk,Muhammed Alyuruk.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,.pdf,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,,unknown,,,,,EXACT00011,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Muhammed Alyuruk.md
DOC000130,Murat Dursun Barut,Murat Dursun Barut.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,.pdf,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,,unknown,,,,,EXACT00009,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Murat Dursun Barut.md
DOC000131,Nurettin Demir,Nurettin Demir.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,.pdf,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db,,unknown,,,,,EXACT00010,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Nurettin Demir.md
DOC000132,Prof Mahir Vardar,Prof Mahir Vardar.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,.pdf,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe,,unknown,,,,,EXACT00013,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Prof Mahir Vardar.md
DOC000145,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,.pdf,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,,unknown,,,,safety,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\2015\10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md
DOC000151,YTMK Kaynaklar,YTMK Kaynaklar.docx,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,.docx,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492,,unknown,,,,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Mehmet\Literatur\YTMK Tunelcilik Semineri\YTMK Kaynaklar.md
DOC000153,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,.pdf,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,en,unknown,,,,excavation,EXACT00031,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md
DOC000154,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,.pdf,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1,,unknown,,,,,EXACT00032,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md
DOC000155,12_1_Fire Safety in Tunnels,12_1_Fire Safety in Tunnels.pdf,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,.pdf,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,,unknown,,,,safety|fire_safety,EXACT00033,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\12_1_Fire Safety in Tunnels.md
DOC000156,12_2_Fire Safety in Tunnels,12_2_Fire Safety in Tunnels.pdf,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,.pdf,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,,unknown,,,,safety|fire_safety,EXACT00034,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\12_2_Fire Safety in Tunnels.md
DOC000157,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,.pdf,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,en,unknown,,,,,EXACT00035,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md
DOC000158,2_Present and Future of Tunnel Constructions in Transportation Infrastructure,2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,.pdf,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,en,unknown,,,,,EXACT00036,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md
DOC000159,3_HIZRAY Project and Planned Future of Istanbul Metro Works,3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,.pdf,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf,,unknown,,,,,EXACT00037,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\3_HIZRAY Project and Planned Future of Istanbul Metro Works.md
DOC000160,"4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered","4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf","Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",.pdf,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,,unknown,,,,,EXACT00038,True,pypdf_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md"
DOC000161,"5_Past, Present and Future of Izmir Metro Works","5_Past, Present and Future of Izmir Metro Works.pdf","Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",.pdf,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,,unknown,,,,,EXACT00039,True,pypdf_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\5_Past, Present and Future of Izmir Metro Works.md"
DOC000162,"6_Past, Present and Future of DSI Tunnels","6_Past, Present and Future of DSI Tunnels.pdf","Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",.pdf,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,en,unknown,,,,,EXACT00040,True,pypdf_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\6_Past, Present and Future of DSI Tunnels.md"
DOC000163,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,.pdf,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,en,unknown,,,,,EXACT00041,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md
DOC000164,8_Halkali - Istanbul Airport Metro Construction Works,8_Halkali - Istanbul Airport Metro Construction Works.pdf,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,.pdf,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01,,unknown,,,,,EXACT00042,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\8_Halkali - Istanbul Airport Metro Construction Works.md
DOC000165,9_Final Lining Design Approach for Reduction Tunnels,9_Final Lining Design Approach for Reduction Tunnels.pdf,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,.pdf,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5,en,unknown,,,,final_lining,EXACT00043,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\9_Final Lining Design Approach for Reduction Tunnels.md
DOC000166,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,.pdf,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e,tr,unknown,,,,,EXACT00044,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md
DOC000167,Türkiye’deki Karayolu Tünellerinde Trafik,Türkiye’deki Karayolu Tünellerinde Trafik.pdf,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,.pdf,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a,tr,unknown,,,,traffic,EXACT00045,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Sunumlar_2022\Türkiye’deki Karayolu Tünellerinde Trafik.md
DOC000168,ADR TAIEX Eğitim Dokümanı,ADR TAIEX Eğitim Dokümanı.pdf,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,.pdf,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68,tr,training_material,,,C,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\ADR TAIEX Eğitim Dokümanı.md
